Comment,Like,Transfer,Co_oridinates,id,Content,PubTime,Tools,ID
1,1,0,"39.88607,117.75632",3038418331-M_DnxF1w577,世界上怎么会有如此完美的厕所 ,03月23日 08:37 ,荣耀7 世界有点不同,3038418331
5,0,0,"39.88607,117.75632",3038418331-M_DnxDEsqpR,知世故而不世故才是最善良的成熟。 ,03月23日 08:34 ,荣耀7 世界有点不同,3038418331
188,7322,64,,5866098395-M_Djm1gepRD,어제 ,02月24日 19:37 ,Weico.iPhone,5866098395
217,6533,176,,5866098395-M_DjlXRgdrO, ,02月24日 19:29 ,Weico.iPhone,5866098395
182,6345,96,,5866098395-M_DjlVzFQkT,젤 좋아하는 사진 ,02月24日 19:23 ,Weico.iPhone,5866098395
94,3798,18,,5866098395-M_DjlU9FbRO,아테네 아크로폴리스에서 만난 ,02月24日 19:20 ,Weico.iPhone,5866098395
437,7360,190,,5866098395-M_DjlNRiErf,웨이보 시작!,02月24日 19:04 ,Weico.iPhone,5866098395
0,0,0,,2177302032-M_DbYQG0AtI,我参与了,01月07日 07:46 ,,2177302032
0,0,0,,2177302032-M_C8F5Gun7a,"来听听我唱的《十年》,击败了全国56%的人. (通过 ",2015-03-15 13:13:27 ,唱吧,2177302032
0,0,0,,2177302032-M_C8F5zEYmX,"来听听我唱的《17岁》,击败了全国35%的人. (通过 ",2015-03-15 13:13:10 ,唱吧,2177302032
0,0,0,,2177302032-M_C6ztiavvH,我刚才下载了音悦台手机客户端，最新、最全、最高清的MV，就在你手中。马上和我一起，看好音乐吧，下载地址：,2015-03-01 19:14:28 ,音悦台手机客户端,2177302032
5,0,5,,2177302032-M_zme5d2D13,我今天在,2013-03-06 21:59:28 ,微盘,2177302032
0,0,0,,2177302032-M_zme4TwZhd,我正在使用,2013-03-06 21:58:41 ,微盘,2177302032
0,0,0,,2177302032-M_zjcXyA7XS,我今天在,2013-02-15 01:36:58 ,微盘,2177302032
0,0,0,,2177302032-M_zj6kv3qO9,我刚在,2013-02-14 08:44:15 ,微盘,2177302032
0,0,0,,2177302032-M_zj6kqhRCA,我刚在,2013-02-14 08:44:04 ,微盘,2177302032
0,0,0,,2177302032-M_zj6k9sN6U,我刚在,2013-02-14 08:43:23 ,微盘,2177302032
0,1,0,,1929671445-M_DmGHph5rY,好久不见 >> 《ALL OF ME》-李若兰>>,03月17日 17:47 ,全民k歌,1929671445
0,0,0,,1929671445-M_CzI3RDiEX,鸭梨大 鸭梨大  学霸如此之多 就做到不挂科 加油,2015-09-09 10:25:25 ,,1929671445
0,1,0,,1929671445-M_Cm5XjlFln,等待的日子真难熬，还要等一个星期，就不能给个痛快的结果。心情很复杂,2015-06-11 21:30:56 ,,1929671445
0,1,0,,1929671445-M_Clagc59Ez,哈哈 考的都会 蒙的都对[可爱,2015-06-05 18:38:08 ,,19最好的朋友。,03月08日 20:43 ,iPhone 6s Plus,1786213845
254,12605,81,"23.386292,113.302879",1786213845-M_DkZQv4ofF,两年前跳跳宝贝生日，我潜入海水中送她“善良、勇敢”的手链。两年后宝贝做手工课，送了我这个[哈哈][爱你]储蓄爱是有利息可提取的哟[嘻嘻]，你是“大富翁”吗？ ,03月06日 14:51 ,iPhone 6s Plus,1786213845
572,9890,66,"2.969949,101.706383",1786213845-M_DkROAuldo,谁说男人不爱逛街？[嘻嘻][嘻嘻] ,03月05日 18:24 ,iPhone 6s Plus,1786213845
447,4173,290,,1786213845-M_DkHzOspXr,生命中有你们，真的佷美好[飞吻] 【【首席娱哥】《爸爸去哪儿》三季16组家庭高清照片，林志颖陆毅林永健谁更帅】 ,03月04日 16:21 ,今日头条,1786213845
292,7344,31,"22.305014,113.923607",1786213845-M_Dkq67tER5,我想说：“其实我并没有胖”！ ,03月02日 19:51 ,iPhone 6s Plus,1786213845
656,12021,62,"40.077621,116.612488",1786213845-M_Dkn9yCevj,自己觉得挺好的，可大家都说像“犀利哥”[汗][汗] ,03月02日 12:21 ,iPhone 6s Plus,1786213845
249,7596,135,"22.499781,113.530632",1786213845-M_DjCci0L5v,别失望，别轻言放弃，每一次挑战，都是成功的开始！[握手][爱你] ,02月26日 12:49 ,iPhone 6s Plus,1786213845
155,8844,39,,1786213845-M_Dj3LNu4AU,元宵的味道并不仅仅在碗里，关键是要和爱的人一起吃。合家团圆的朋友，我祝福您。孤单在外打拼的朋友，让我在这陪你一起过节吧，元宵节快乐[爱你,02月22日 21:10 ,iPhone 6s Plus,1786213845
150,4597,57,,1786213845-M_DhR1GApcz,人这辈子什么叫成功呢？是万千粉丝狂热呼喊，还是达官显贵高人一等？见过了很多名不符实的虚伪，才让我如此喜爱真实的 ,02月14日 22:53 ,iPhone 6s Plus,1786213845
393,11378,99,"43.86496,125.24469",1786213845-M_DgLgs670C,跳跳宝贝给大家拜年啦！ ,02月07日 18:23 ,iPhone 6s Plus,1786213845
0,0,0,,5855737269-M_DllPinTP4,分享图片,03月08日 22:49 ,小米Note,5855737269
0,0,0,"33.92735,116.4573",5855737269-M_DkvJl3s0S,分享图片 ,03月03日 10:11 ,小米Note,5855737269
0,0,0,,1960464877-M_DnDxv3ohk,,03月23日 23:35 ,荣耀3C,1960464877
0,0,0,,1960464877-M_DnxOSDEFw,哈哈][哈哈,03月23日 09:01 ,荣耀3C,1960464877
0,0,0,,1960464877-M_Dnfunine0,2008-2016爱你七年,03月21日 10:21 ,荣耀3C,1960464877
0,1,0,"23.18203,113.35344",1960464877-M_Dnb7PEVCE,对于梦想，是不是该选择任性 ,03月20日 23:15 ,荣耀3C,1960464877
0,0,1,"23.18361,113.35408",1960464877-M_DmMACzGQe,那天的广州，今天的广州 ,03月18日 08:47 ,荣耀3C,1960464877
0,1,0,,1960464877-M_DmnPugd3c,帅呆,03月15日 17:45 ,荣耀3C,1960464877
0,1,0,,1960464877-M_Dm72L9dIj,Night,03月13日 23:01 ,荣耀3C,1960464877
0,2,0,,1960464877-M_DlzJ72MBB,第一站西雅图[泪][泪][泪]加油！天朝粉只能坐等视频[泪][泪,03月10日 10:12 ,荣耀3C,1960464877
0,4,1,,1960464877-M_Dlv8mAtLS,明天开始巡演了，只希望注意身体，别累坏自己了。虽然不能去看，但还会默默地支持着。七年，依旧继续爱你,03月09日 22:30 ,荣耀3C,1960464877
0,4,1,,1960464877-M_DkcxwmYFq, 七年，度过的第7个生日。一直belieber下去，继续爱你爱你[爱你][爱你][爱你][蛋糕][蛋糕]Happy birthday Justin bieber,03月01日 09:20 ,荣耀3C,1960464877
0,0,0,,3820009380-M_DgIo1r7Va,一不小心又中奖了！(≖ ‿ ≖)✧我在Mr_凡先生 的红包中抽到了,02月07日 11:03 ,粉丝红包,3820009380
0,0,0,,3820009380-M_DgInJoXwV,一不小心又中奖了！(≖ ‿ ≖)✧我在王思聪 的红包中抽到了,02月07日 11:02 ,粉丝红包,3820009380
0,0,0,,3820009380-M_DcLc5ELqn,我参与了,01月12日 10:51 ,,3820009380
940,3474,2460,,1713926427-M_Dos8Zu1ax,看完这个你就会惊叹，黑子的那些妙传对于吉诺比利来说都不叫事儿！[赞]  (by 篮天下Dime ) ,51分钟前 ,微博 weibo.com,1713926427
31463,14389,3167,,1713926427-M_DooQ1jg8f,说说你见过最机智的「一句话毁掉小清新」__________�伽》，北京拍了十天之后飞伦敦拍国外新片《Foreigner》，伦敦拍了一个星期，昨天凌晨5点开工到下午1点，直奔机场回上海参加《功夫熊猫3》首映，现在又要回伦敦继续拍了[委屈,01月19日 23:25 ,iPhone 6 Plus,1234552257
1761,28154,644,,1234552257-M_Db6nh3uz1,今天一早起来开工，收到,01月01日 13:05 ,iPhone 6 Plus,1234552257
2249,41224,949,,1234552257-M_DawEBc3Xt,昨天從山東飛抵台灣，特地參加故宮南院的開幕典禮。這是繼新加坡亞洲文明博物館之後，第二個博物館珍藏我製作多年、捐贈的十二生肖銅頭。歷經多位美術設計師與團隊的辛勞，今天終於矗立在南院主要院區，呈現祥和與莊嚴，感到很興奮、欣慰。真希望更多人都能感受到我的初衷--保護文物、尊重文明。,2015-12-28 18:09:39 ,iPhone 6 Plus,1234552257
9234,184600,2193,,1234552257-M_D9NermD6S,正在片场赶拍戏，忽然收到一个噩耗，我成家班的好兄弟韩春离开了我们，难怪前段时间，他一直躲着不见我们...我这个兄弟绰号“斩崩刀”，曾为成家班立下许多汗马功劳。年纪越大，面对离别越多，但我会永远记得跟你们一起走过的日子！兄弟，怀念你！,2015-12-23 22:31:36 ,iPhone 6 Plus,1234552257
2,1,0,,2096274701-M_DlXyTl3ga,我是很明显的第一类 能跟我做朋友的都是真爱[笑cry,03月12日 22:53 ,iPhone 6s Plus,2096274701
0,0,0,,2096274701-M_DlOAyfGvn,每天都饿着肚子睡觉 睡着了就不饿了[微笑,03月12日 00:02 ,iPhone 6s Plus,2096274701
0,0,0,,2096274701-M_DlJawhXaa,微笑,03月11日 10:14 ,iPhone 6s Plus,2096274701
0,0,0,,2096274701-M_DliDW2UzA,微博不是可以换行了吗 怎么我不行 呢,03月08日 14:42 ,iPhone 6s Plus,2096274701
0,3,0,,2096274701-M_Dl7UlFQ77,好看[爱你,03月07日 11:23 ,iPhone 6s Plus,2096274701
0,0,0,,2096274701-M_D4sEchqe2,哈哈 孟珏啊孟珏 找替身也就算了还这么大特写[笑cry,2015-11-18 20:55:51 ,iPhone 6s Plus,2096274701
2,1,0,,2096274701-M_CyZbKx1iF,我来到你的城市 走过你来时的路,2015-09-04 16:11:13 ,,2096274701
0,0,0,"22.367554,113.54258",2096274701-M_CjVbapnCF,这种天气还能冒着烈日来上课的真是棒棒的[太阳][太阳][太阳][太阳] ,2015-05-28 14:24:15 ,,2096274701
5,2,0,"22.367554,113.54258",2096274701-M_CgfSXB2aK,祝我欧巴男神生日快乐[爱你]永远爱你,2015-05-04 11:45:52 ,,2096274701
0,2,0,"23.131399,113.284103",2096274701-M_Ccei3egmk,一个人把能让自己身败名裂 遭人耻笑的事告诉你的一瞬间 一定是把你当作最亲近的人  要有多相信 才能如此毫无保留？ ,2015-04-08 00:20:58 ,,2096274701
0,1,0,,5758909433-M_D3RRjcU0z,"落日余晖，美好整个城市。  我正在使用""城市余晖""封面图，好漂亮，你们都快来试试！",2015-11-14 23:16:31 ,微博会员中心,5758909433
4094,23352,8784,,1705586121-M_Dooznrz4j,白漁網之後是黑漁網！繼續鐵三角[擠眼] 泡沫的Remix還喜歡嗎？,03月28日 23:19 ,iPhone 6s,1705586121
7788,63695,12946,,1705586121-M_DomdF1WjX,不是紅色的紅毯，走完啦～～,03月28日 17:20 ,iPhone 6s,1705586121
7582,73195,9729,,1705586121-M_Dof5CsndQ,幹嘛要忍不住大笑⋯？武漢晚安。明天到上海！,03月27日 23:11 ,iPhone 6s,1705586121
5367,53406,8374,,1705586121-M_DobtaAdIX,武漢我到了！很開心復活節跟你們過，節日快樂：） ,03月27日 13:58 ,Instagram,1705586121
5324,51167,11161,,1705586121-M_Do2qae9H7,準備好了，排舞！ ,03月26日 14:55 ,Instagram,1705586121
15919,66846,96060,,1705586121-M_DnTa24lav,致：有心人  ,03月25日 15:21 ,微博 weibo.com,1705586121
4244,36360,10881,,1705586121-M_DnJimAVdo,昨晚,03月24日 14:14 ,iPhone 6s,1705586121
8300,38478,14268,,1705586121-M_DnEw2mUBW,感謝,03月24日 02:04 ,iPhone 6s,1705586121
9201,67797,21824,,1705586121-M_Dnt5TxAEH,為了我明天,03月22日 20:59 ,iPhone 6s,1705586121
7168,53722,12948,,1705586121-M_DnrmFyDmE,參加在深圳舉行的頒獎典禮的好處是�31
12,102,0,,2487413631-M_Dl2jdxjnr,mean 点进去看视频 睡前曲😬[傻笑]我和亲爱的Nelson的日常玩耍[吐舌头][吐舌头,03月06日 21:07 ,唱吧,2487413631
0,0,0,,5812505036-M_DnHmemCf3,,03月24日 09:18 ,应用广场,5812505036
0,0,0,,5812505036-M_DlETmBHQW,,03月10日 23:21 ,应用广场,5812505036
0,0,0,,5812505036-M_Dkb8EpNEn,,03月01日 05:46 ,应用广场,5812505036
167,684,524,,5861549990-M_DngyXjiAB, ,03月21日 13:05 ,微博 weibo.com,5861549990
138,381,102,,5861549990-M_DmQn8f6kk, ,03月18日 18:25 ,微博 weibo.com,5861549990
1106,14693,3421,,5861549990-M_DmdIGCOp2,最后一张因为有些小状况，所以没有再拍了，掰掰。看得出来吼？,03月14日 16:01 ,,5861549990
297,2614,1259,,5861549990-M_Dmc68Cb9l, 马锋来了，接招吧！,03月14日 11:53 ,,5861549990
66,409,37,,5861549990-M_DlLqLuXYO, Every hero and every legend has a beginning.,03月11日 16:00 ,iPhone 6s Plus,5861549990
123,461,125,,5861549990-M_DlL2q7nsp, 工作室开通后的第一件大事——Eddie生日。礼物丰厚，来一起玩吧，点大图有惊喜。[噢耶][噢耶,03月11日 15:00 ,,5861549990
871,4589,2110,,5861549990-M_DlJ4l5vnn,所有故事都需要一个开始。Nice To Meet You ,03月11日 09:59 ,iPhone 6,5861549990
0,7,0,"45.87699,126.53072",5469464285-M_DonSjC7xG,爱你]谢宝宝们生快 ,03月28日 21:32 ,乐1s,5469464285
0,3,0,"45.87668,126.53117",5469464285-M_Dody3wbyU,爱你]跟漫画的差距还是很大滴呀，不过还是够精彩 ,03月27日 19:15 ,乐1s,5469464285
0,7,0,"45.87668,126.53117",5469464285-M_DodwnerMs,爱你]生日前一天陪我过。 ,03月27日 19:11 ,乐1s,5469464285
0,8,0,,5469464285-M_DnKX5ANGj,美好的时光应该浪费在美好的事物上.[草莓,03月24日 18:27 ,乐1s,5469464285
0,2,0,,5469464285-M_DmJB1sg7q,撒浪嘿 查看文章,03月18日 01:10 ,乐1s,5469464285
2,8,0,,5469464285-M_DmlpQoCVW,宝宝的微博找回来了[哈哈][哈哈][哈哈,03月15日 11:36 ,乐1s,5469464285
0,10,0,,5469464285-M_DdJRqiIHL,微风][微风][微风]大雪下的老带,01月18日 21:17 ,小米手机4,5469464285
4,9,0,,5469464285-M_DbAzNcwwf,,01月04日 17:59 ,小米手机4,5469464285
0,0,0,,5469464285-M_DaPaPrMv6, 宝贝卖的韩国化妆品效果超级好！有需要的快去骚扰她吧[哆啦A梦微笑]加微信,2015-12-30 17:18:30 ,小米手机4,5469464285
0,0,0,,5469464285-M_DawaL7Np3,我参与了,2015-12-28 16:56:07 ,,5469464285
0,4,0,,2079405617-M_Do1Jobd2v,“做一个优秀的男票只要做到八个字：美 行 买 宝宝说得对”[微笑,03月26日 13:10 ,iPhone 6s,2079405617
0,12,0,,2079405617-M_DnBrpz5ow,雨伞,03月23日 18:14 ,iPhone 6s,2079405617
0,10,0,,2079405617-M_DjuMpFtqd,你要照顧好你黑色的頭髮 挑剔的胃和愛笑的眼睛,02月25日 17:56 ,iPhone 6s,2079405617
2,8,0,"29.144909,120.325584",2079405617-M_DhEJk2ia6,下]🏻《霸道总裁的日常》 ,02月13日 15:35 ,iPhone 6s,2079405617
610,1655,1920,,3571681912-M_DocpHbqT4,世界上有几个男生能这么爱你...,03月27日 16:22 ,微博 weibo.com,3571681912
3536,9332,25915,,3571681912-M_DnAzUEAKX,为什么有些人一直都不想谈恋爱？,03月23日 16:03 ,微博 weibo.com,3571681912
100,625,1102,,3571681912-M_Dnh55yJyW,中国有哪些逆天文物你看完惊呆了……,03月21日 14:24 ,微博 weibo.com,3571681912
639,1550,2008,,3571681912-M_Dnb2Fmv1S,这大概就是大家所向往的爱情吧。[心,03月20日 23:02 ,微博 weibo.com,3571681912
330,2354,1861,,3571681912-M_DmorScDZc,这四种人不得不跪服…,03月15日 19:19 ,微博 weibo.com,3571681912
170,1352,1211,,3571681912-M_DmchEw3LO,去接近一个充满正能量的人,03月14日 12:21 ,微博 weibo.com,3571681912
229,1901,2150,,3571681912-M_DlliLpq0C,有一件事没做好，别急着结婚,03月08日 21:28 ,微博 weibo.com,3571681912
165,2429,3121,,3571681912-M_DjORDvCmx,一个女孩子为什么要努力。[拳头,02月27日 21:03 ,微博 weibo.com,3571681912
442,1723,2118,,3571681912-M_Djdd0qnru,为什么有些人只适合单身[拜拜,02月23日 21��你][心][心][礼物][礼物,2015-10-14 00:09:01 ,iPhone 6 Plus,1497005993
4623,53818,571,,1497005993-M_CEdfgt4SH,祝晓明和baby幸福快乐一辈子[男孩儿][女孩儿,2015-10-09 01:09:51 ,iPhone 6,1497005993
60,433,153,,3085327787-M_DooFZzC6W,各种不同口味的蛋糕[草莓蛋糕]ins：pana_chocolate,03月28日 23:35 ,iPhone 6s Plus,3085327787
454,747,666,,3085327787-M_DoosdzErE,撸串的季节到了[得意地笑,03月28日 23:01 ,iPhone 6s,3085327787
11,290,120,,3085327787-M_Doo2pfDj0,Lindsay Carmichael插画作品集,03月28日 21:57 ,iPhone 6s Plus,3085327787
247,866,429,,3085327787-M_DonJBaglD,小栗旬写真集 ＳＨＵＮ×ＧＥＮＪＩ,03月28日 21:11 ,iPhone 6s,3085327787
6,133,12,,3085327787-M_DonyupBBO,你与美的距离只差一件点睛的饰品,03月28日 20:44 ,iPhone 6s Plus,3085327787
340,1064,676,,3085327787-M_DomP0vY3h,于日本福冈的LineFriends主题商店 如此可爱的拉面好想来一碗[兔子][熊][青蛙][小鸡][面条,03月28日 18:52 ,iPhone 6s,3085327787
18,454,194,,3085327787-M_DomcUoeEU,希望可以去没有目的地的远方。ins：sezgiolgac,03月28日 17:18 ,iPhone 6s Plus,3085327787
138,748,335,,3085327787-M_DokC1u9G5,已经迫不及待想去迪士尼乐园玩耍啦[城堡]ins：disneylandparis,03月28日 13:14 ,iPhone 6s,3085327787
69,336,189,,3085327787-M_DojTox4Vf,甜点总有种让人无法抵挡的魅力🍮ins：taremilktea,03月28日 11:24 ,iPhone 6s Plus,3085327787
85,399,108,,3085327787-M_DofbDmdbT,天线宝宝被玩坏啦～,03月27日 23:25 ,iPhone 6s Plus,3085327787
0,1,0,,2042991095-M_DokRQgntD,我这辈子只要精通英语、日语、韩语、广东话这几种语言就够了。如果会说几句泰国话那是再好不过了。,03月28日 13:53 ,iPhone 6,2042991095
2,0,0,,2042991095-M_Dokv1pj04,시작하겠습니다!,03月28日 12:57 ,iPhone 6,2042991095
1,0,0,,2042991095-M_DnW2Lhphe,人生往往跌宕起伏，像股市一样，涨潮退潮，是否能从底部反弹，全在信念。,03月25日 22:41 ,iPhone 6,2042991095
0,0,0,,2042991095-M_DngcqywQS,不要小瞧语言的力量，语言可以救人，也可以杀人，现在经济不好，投资回报都不高，花点时间和经济投资些外语，未来还是有收益的。语言可以赚钱，因为语言可以改变一个人的思维方式。李嘉诚从年轻时到八十几岁都坚持学英语，他将生意后来转到欧洲、加拿大，也和他自己的判断力有关，而这离不开语言。,03月21日 12:10 ,iPhone 6,2042991095
0,1,0,,2042991095-M_Dng9jBky2,未来肯定是一个多屏时代，学习方式也会被科技影响，只要互联网解决互动问题，互联网在线培训一定是趋势。,03月21日 12:02 ,iPhone 6,2042991095
0,0,0,,2042991095-M_DmepcroJV,自从得了神经病，整个人精神多了。,03月14日 17:45 ,iPhone 6,2042991095
0,1,0,,2042991095-M_Dm74oe3vo,这家芭提雅的大排档超好吃，可惜我不懂泰语，不知道这个排挡名。求翻译[思考,03月13日 23:05 ,iPhone 6,2042991095
0,0,0,,2042991095-M_Dm6IyyWtM,有的人相见恨晚，有的人相见恨早，有的人根本不该相见。[思考,03月13日 22:11 ,iPhone 6,2042991095
1,2,0,,2042991095-M_Dm6FUwSfk,我想说，这是一个人。,03月13日 22:05 ,iPhone 6,2042991095
1,0,0,,2042991095-M_Dm5RNu99n,怎么感觉这个初春比冬天冷的多。,03月13日 20:01 ,iPhone 6,2042991095
3,1,0,,2192377624-M_DosdtyKsJ,不知道什么发型才好[哼,40分钟前 ,天生会转 OPPO N3,2192377624
0,1,0,,2192377624-M_DmYFr48Ce,星星][星星][星星][星星][星星]，感人励志[心]Judy父母送别的时候想起我上大学的时候，瞬间泪目[心,03月19日 15:32 ,天生会转 OPPO N3,2192377624
0,0,0,,2192377624-M_Djj7HgDkB,每次爷爷奶奶来，总觉得应该好好聊聊，但是又没什么话好说，走了以后，又觉得可惜，毕竟不知道什么时候才能再见，唉[失望,02月24日 12:15 ,天生会转 OPPO N3,2192377624
0,0,0,,2192377624-M_DhWg7lz47,在追啊，播放速度顶呱呱，热剧资源全收纳，�29671445
2,1,0,,1929671445-M_Cl8iK303B,男神说“他以前考试前熬夜，大不了考完睡三天”。我想我做不到 现在就好困,2015-06-05 13:38:55 ,,1929671445
0,1,0,,1929671445-M_CkehwvRNT,为什么  我非常非常讨厌这个地方,2015-05-30 15:02:05 ,,1929671445
0,0,0,,1929671445-M_C1ZAqfrR2,心内科 太累了[泪] 还很恐怕 随时有突发状况 还有两个星期就可以回家过年了 加油坚持  要剪头发了,2015-01-30 16:31:59 ,,1929671445
0,0,0,,1929671445-M_BFDcp6tYB,我弱爆了 在一个出国留学的博士面前介绍我是个专科生  但是 没关系   努力,2015-01-15 10:20:13 ,,1929671445
1,0,0,,1929671445-M_BEhZS0omj,2015年神农架的第一场雪 好想回家啊,2015-01-06 14:31:22 ,,1929671445
4,1,0,,1929671445-M_BxI3crN2E,外科医生看起来好酷     我在甲乳,2014-11-24 07:58:52 ,,1929671445
0,1,0,,5254778199-M_DmN2zCjnY,什么A4  麻麻说了 小孩子没有腰.[doge,03月18日 09:56 ,vivo智能手机,5254778199
0,2,0,,5254778199-M_DlDsyb8Tj,大晚上的来一拍![哈欠,03月10日 19:42 ,vivo智能手机,5254778199
0,2,0,,5254778199-M_DkqNpsMeJ,今天晚上挺暖和 粗来溜达会![月亮,03月02日 21:37 ,vivo智能手机,5254778199
0,2,0,,5254778199-M_Dk7OhBkGg,四年一次的2.29![微风,02月29日 21:17 ,vivo智能手机,5254778199
0,1,0,,5254778199-M_Djj99Ean4,哆啦A梦花心][哆啦A梦花心][哆啦A梦花心,02月24日 12:19 ,vivo智能手机,5254778199
0,2,0,,5254778199-M_DiVyta04i,魏蜀黍222生日快乐!今天一切顺利!!![鼓掌,02月22日 00:15 ,vivo智能手机,5254778199
0,2,0,,5254778199-M_DiR67D3dk,魏蜀黍阴历正月十四生日快乐![哆啦A梦花心,02月21日 12:54 ,vivo智能手机,5254778199
0,1,0,,5254778199-M_Di9nr5uXh,念旧的人总是容易受伤喜欢拿余生等一句别来无恙. [浮云,02月16日 21:36 ,vivo智能手机,5254778199
3,4,1,,5254778199-M_DbA6yF49W,愉快的体育课! [鼓掌][鼓掌][鼓掌]  四班四朵花![笑cry][笑cry][笑cry,01月04日 16:47 ,vivo智能手机,5254778199
0,1,0,,5254778199-M_Dbi59mTUy, 的,01月02日 18:54 ,vivo智能手机,5254778199
1732,7688,513,,5799643927-M_DonlTq3UT,出生在一个普通家庭，小时候爸妈很努力工作，经常只有我们自己在家，所以很早就得自己学着做饭。下午去超市买了很多食材，健完身给弟弟做饭，现在他在洗碗。冰箱有昨晚做好的酸奶，等着他一起写论文，生活真是波澜不惊，又充满爱。[月亮,03月28日 20:13 ,iPhone 6,5799643927
1757,5951,558,,5799643927-M_Dofq3fGxP,答应好的，没忘。经过今晚，更坚定地要好好对你们每一个，好好回报每一个，四月等我 ,03月28日 00:01 ,iPhone 6,5799643927
1528,7956,176,,5799643927-M_Doc4VroHG,我的男兔子和女兔子宝宝们，咱们人太多，服务器又崩。一会儿给大家录视频，补过。[泪,03月27日 15:31 ,iPhone 6,5799643927
2049,8854,262,,5799643927-M_Do41gC4xh,像画了眼线，不好看的照片都在这里发。 ,03月26日 19:00 ,iPhone 6,5799643927
1894,8971,207,,5799643927-M_DnMWEvDdK, 有一个同事恋爱了，所以最近很少理我，这种感觉就像是，我常点开你们微博主页，看见你们喜欢别人的微博，嘴上还会说你幸福就好。[doge]狮子这个劲儿，真的是温油的霸道。,03月24日 23:32 ,iPhone 6,5799643927
1708,9730,336,,5799643927-M_DnIgh6qep,“哥想吃汤圆了。”,03月24日 11:36 ,iPhone 6,5799643927
1670,8413,152,,5799643927-M_DnzGttRhc,今天天气真好，人也很好看。,03月23日 13:46 ,iPhone 6,5799643927
959,8204,128,,5799643927-M_DnhN0cIx9,睡,03月21日 16:13 ,iPhone 6,5799643927
1713,7803,391,,5799643927-M_DmJtKxlue,把新书稿子发给两个人看，一位是文字工作者，一位是传媒工作者，答复都说看哭了。安心睡了。大家这个月要好好照顾自己，四月份等我拿着这本新书，,03月18日 00:52 ,iPhone 6,5799643927
2897,8384,947,,5799643927-M_DmItT8HMt,在在乎的人面前，真的就是个孩子。[汗] ,03月17日 22:19 ,iPhone 就你一个人在问：啊！另一半长啥样？啥样人？啥星座[眼泪][眼泪][眼泪]我这不是擅长分析吗…… ,02月29日 20:29 ,iPhone 6s,1642630543
2,0,0,,5719685070-M_DnJWNe5NL,愿我有高跟鞋也有跑鞋，喝茶也喝酒。有勇敢的朋友，有牛逼的对手。愿我对过往的一切情深意重，但从不回头。愿我特别美丽，特别平静，特别凶狠，也特别温柔。愿我有独立的自我，也有绽放的自由。,03月24日 15:54 ,iPhone 6s,5719685070
0,0,0,,5719685070-M_D4h4V3ido,人生如烟花，不可能永远悬挂天际，只要曾经绚烂过，便不枉此生。[玫瑰,2015-11-17 15:28:42 ,iPhone 6s,5719685070
0,1,0,,2158998380-M_A66R4sMcv,本来就咳嗽一场ktv下来结果倒是不咳了[月亮][月亮,2013-08-23 20:54:50 ,Weico.Android,2158998380
0,0,0,,2158998380-M_A3ZHwzYut,,2013-08-09 23:01:30 ,微博 weibo.com,2158998380
2,0,0,,2158998380-M_A3sNBhK4i, [心][心] 详情:,2013-08-06 11:15:48 ,微话题,2158998380
5,0,0,,2158998380-M_zFkvvt7jC, ,2013-07-10 13:16:29 ,微话题,2158998380
19,0,0,,2158998380-M_zD2VlBQv7,md 2b,2013-06-25 12:50:08 ,微博 weibo.com,2158998380
8,0,0,,2158998380-M_zAXf5CS3C,明天起离汕几天 兄弟们等我几天[酷库熊囧,2013-06-11 18:41:39 ,微博 weibo.com,2158998380
8,0,0,,2158998380-M_zAwrjg9bL,以后就是社会青年 叫转型吗？ 哈哈,2013-06-08 22:27:37 ,微博 weibo.com,2158998380
0,0,1,,2158998380-M_y7av2tlr4,大峽谷：不管多少的風吹雨打 不管多少時間的摧殘 時間證明 它還是世界奇景之一！ 人生也是一樣 不管這世界如何對待你 只要你挺得住 你就是你！ 你也能寫下自己偉大的故事！ ,2012-02-25 22:33:13 ,,2158998380
2,0,0,,2158998380-M_xrO9Bwv2w,人生裡會有很多瘀青 很多傷疤 有淚也有汗水 。瘀青會消掉 傷疤會愈合 淚水也會乾掉 。但汗水一定要繼續揮灑著 來勇敢努力面對未來的瘀青 傷疤 和淚,2011-10-08 17:32:07 ,微博 weibo.com,2158998380
1,2,0,,5876627308-M_DnCbHnF1e,没有好好告别 就不要着急开始 [微笑,03月23日 20:08 ,HTC新渴望8系,5876627308
5,2,0,,5876627308-M_DmuaLkVW4,在梦里吃完了一桌子抹茶蛋糕 现在感觉好饱[拜拜,03月16日 09:54 ,HTC新渴望8系,5876627308
1,3,0,,5876627308-M_Dm4R6x8lK,分享一个圆圆,03月13日 17:27 ,HTC新渴望8系,5876627308
6,1,0,,5876627308-M_DlYeNAyXf,观后感就是想要一只狐狸大哥,03月13日 00:36 ,HTC新渴望8系,5876627308
6,3,0,,5876627308-M_DlO8N2zJM,我是不是酷毙了 大声点我听不见 [坏笑,03月11日 22:54 ,HTC新渴望8系,5876627308
4,0,0,,5876627308-M_DllOMcut1,想问你,03月08日 22:47 ,HTC新渴望8系,5876627308
0,1,0,,2971277473-M_DcBt37gqz,我分享了,01月11日 10:05 ,iPhone 6,2971277473
0,0,0,,2971277473-M_DaV66E1ab,一不小心又中奖了！(≖ ‿ ≖)✧我在许晴随行笔记 的红包中抽到了,2015-12-31 08:23:21 ,粉丝红包,2971277473
